severe,speed_limit,weather_conditions,road_surface_conditions,light_conditions
1,70,1,2,1
0,50,2,2,5
0,30,1,1,1
0,30,1,2,4
0,30,1,1,1
0,30,1,1,1
1,30,1,1,4
1,30,1,1,1
0,30,2,2,1
0,50,1,1,1
0,30,1,1,6
1,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,40,1,1,1
0,70,1,1,1
0,70,1,1,1
0,30,1,1,1
0,20,1,1,1
0,30,1,2,1
0,60,2,2,4
0,70,1,1,1
0,30,8,1,4
0,30,1,1,1
0,30,1,1,1
1,30,1,1,4
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,4,2,4
0,60,1,2,1
1,60,1,1,1
0,30,1,1,1
0,60,1,2,1
1,60,1,1,1
1,60,1,1,1
1,30,7,2,1
0,60,2,2,4
0,30,1,2,1
0,60,1,1,1
1,30,1,1,4
0,30,1,1,1
0,30,1,1,1
0,20,1,1,1
0,20,1,2,4
1,30,8,1,1
1,30,1,2,4
0,30,1,4,1
0,30,2,2,1
0,30,2,-99,1
0,30,1,1,1
1,30,1,1,4
0,70,1,1,1
0,20,1,1,1
0,30,1,1,1
0,30,5,2,4
0,20,1,1,1
1,20,1,1,1
0,60,4,1,1
1,40,1,1,1
0,60,1,1,1
1,30,1,1,4
1,30,1,2,4
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,40,2,2,1
0,30,1,1,1
0,30,1,1,6
0,30,1,1,1
1,30,1,1,1
1,30,1,1,1
0,40,1,1,1
0,30,1,1,4
0,30,2,2,-99
0,40,1,1,4
1,70,5,2,4
1,30,1,2,4
0,30,1,1,4
0,30,1,1,1
0,30,-99,1,1
0,30,2,2,4
0,20,1,1,1
0,20,-99,1,4
0,30,1,-99,1
0,30,1,1,1
0,20,2,2,1
1,20,8,1,1
0,50,1,1,4
1,30,1,1,1
0,70,1,1,1
0,60,2,2,6
1,60,1,1,6
0,30,1,1,1
0,30,1,1,1
1,60,1,1,6
0,30,2,2,4
0,60,1,1,6
0,60,1,2,6
0,60,1,1,1
1,60,1,2,1
0,70,1,1,1
0,70,2,2,1
1,40,4,1,4
1,60,1,1,1
0,30,1,1,1
1,60,2,2,1
0,30,1,1,1
0,30,1,1,1
0,60,1,1,1
1,30,1,1,1
1,20,1,1,4
1,60,2,2,1
0,70,1,2,1
0,30,1,1,1
0,20,8,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
1,70,1,1,1
0,20,1,1,1
0,50,2,2,1
1,20,2,2,1
1,20,1,1,1
0,50,1,1,4
0,30,1,1,4
1,60,1,1,1
0,40,1,1,4
1,30,2,2,1
0,30,1,1,1
0,30,1,1,1
1,30,2,2,1
0,30,1,1,-99
0,60,1,1,1
0,30,1,1,1
1,30,1,1,1
0,30,1,1,4
0,30,1,1,1
1,30,1,1,-99
0,30,1,1,1
0,40,1,1,1
0,30,1,1,1
0,50,1,1,1
0,30,1,1,1
0,30,1,1,1
0,20,2,2,4
0,30,1,1,1
1,40,1,1,1
0,30,1,1,1
0,30,1,1,1
0,20,8,-99,1
0,30,1,2,1
0,40,1,1,1
1,30,1,1,4
1,70,1,1,6
0,30,1,1,4
0,30,7,2,1
0,30,1,1,1
0,30,1,1,1
1,20,1,1,1
1,30,1,1,4
1,30,1,1,1
1,30,1,2,1
0,30,1,1,4
0,30,1,1,1
0,30,1,1,1
1,30,1,1,4
0,70,1,1,6
0,30,1,1,1
1,30,1,1,1
0,30,1,1,5
0,40,1,1,1
0,20,1,1,1
0,40,1,1,1
1,70,1,1,1
0,60,1,2,1
1,60,1,2,6
1,60,1,1,1
0,30,1,1,1
0,60,1,1,1
0,30,1,1,1
0,60,1,1,6
0,30,1,1,4
1,30,1,1,4
0,30,2,2,4
1,30,1,1,1
0,30,1,1,1
1,20,1,1,1
1,30,1,2,4
0,30,1,1,1
0,30,1,1,4
0,60,8,2,1
0,50,1,2,1
0,30,8,2,4
0,50,1,1,4
1,30,8,1,4
0,30,1,1,4
1,30,1,1,1
0,30,1,1,4
0,30,1,1,1
0,30,1,1,1
1,30,1,1,4
0,30,1,2,1
0,30,7,1,4
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
1,30,1,2,4
1,30,1,1,1
0,30,1,2,4
0,20,1,1,1
1,20,8,1,1
0,20,1,1,4
1,20,1,1,1
1,20,1,1,4
0,30,1,2,1
1,30,2,2,1
0,20,-99,-99,1
1,30,1,1,1
0,30,1,1,4
0,20,1,1,1
0,20,2,1,1
1,30,1,1,1
0,60,1,2,6
1,60,1,1,1
1,60,2,2,1
1,60,1,1,1
0,30,1,1,-99
0,60,1,1,1
0,30,1,1,1
0,70,2,2,1
0,20,1,1,1
1,70,1,1,1
0,30,-99,1,1
0,30,1,1,1
1,20,1,1,1
0,70,1,1,1
1,30,2,2,4
0,30,1,1,1
0,30,1,2,4
1,60,1,1,1
1,40,1,1,1
0,70,7,2,1
0,20,1,2,1
0,20,1,1,1
0,30,1,1,1
1,20,1,2,1
1,50,1,2,1
0,20,2,2,4
0,20,1,1,1
0,20,1,1,1
1,60,1,1,1
0,20,1,1,1
0,30,1,1,1
0,30,5,2,4
0,50,2,2,6
0,30,1,1,1
0,30,1,1,1
0,70,1,1,1
0,40,1,1,1
1,60,2,2,4
0,30,1,1,1
1,50,1,1,1
0,30,1,1,1
0,30,1,1,4
1,30,1,1,4
0,30,1,1,1
0,30,1,2,4
0,20,1,2,1
0,30,1,1,1
0,40,2,2,4
0,30,1,4,4
0,30,1,1,1
0,30,2,2,1
0,30,1,1,1
0,30,1,2,4
0,30,1,1,1
1,30,1,2,1
0,40,2,2,4
0,30,1,1,1
0,30,1,1,4
0,30,-99,2,1
0,30,1,1,1
0,30,1,1,1
1,30,1,1,1
0,30,1,1,1
0,50,2,2,1
1,70,1,1,1
0,30,2,2,1
0,40,4,1,1
0,20,1,1,1
0,30,1,1,6
0,30,2,2,1
0,30,4,1,4
0,30,1,-99,1
0,30,2,2,4
1,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,60,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,20,1,1,1
0,30,1,1,1
0,30,2,2,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,4
0,30,1,1,1
0,70,1,2,1
0,30,1,1,1
0,30,1,2,1
0,30,1,1,1
0,30,1,1,1
0,40,1,1,1
0,60,1,1,1
1,30,1,1,1
0,60,2,2,6
1,60,1,1,1
0,30,-99,-99,1
1,40,1,1,1
0,20,1,1,1
1,20,1,1,4
0,70,2,2,6
1,60,1,1,1
0,40,1,2,1
0,20,1,1,1
0,50,1,2,4
0,30,1,1,1
0,30,2,2,4
0,30,1,1,1
1,30,1,1,1
1,30,1,1,1
0,30,1,1,1
0,60,2,2,4
0,30,1,1,1
1,50,1,1,1
0,40,1,1,1
0,20,1,1,1
0,60,1,1,1
0,30,1,1,1
0,30,1,1,1
0,70,1,1,1
0,30,1,1,1
1,30,1,1,1
0,30,1,1,1
0,40,2,2,4
0,30,-99,1,4
1,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,70,1,4,6
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,4
0,30,5,2,4
0,40,2,2,1
0,40,1,2,1
0,30,1,1,1
0,20,1,1,1
0,30,-99,1,4
0,30,1,1,1
0,20,1,1,1
0,30,1,1,1
0,30,1,1,5
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
1,20,1,2,1
0,30,-99,-99,4
1,60,1,2,1
1,30,1,2,1
0,60,1,1,6
1,60,1,1,1
0,30,1,1,1
0,30,1,1,4
0,30,1,1,1
1,30,1,1,1
0,30,2,2,4
1,30,2,2,1
0,20,1,1,1
0,40,2,2,5
0,30,1,1,-99
1,60,1,2,1
1,20,1,1,1
0,20,1,1,1
0,30,1,1,1
0,20,2,2,4
0,40,-99,2,1
1,60,2,2,6
0,40,1,1,1
1,30,1,2,1
0,30,1,1,1
1,30,1,1,1
0,30,1,1,4
0,30,1,1,1
1,30,1,1,1
0,30,1,1,4
1,30,2,2,1
0,30,1,1,1
0,70,1,1,1
1,30,1,1,1
0,40,1,1,4
0,30,1,1,1
0,30,1,1,1
0,30,1,2,4
0,20,1,1,1
0,40,2,2,1
0,30,1,1,4
1,30,1,1,1
0,60,1,1,1
0,40,1,1,1
1,30,1,1,1
0,30,1,1,4
0,30,1,1,1
0,30,1,1,4
0,30,1,1,6
0,40,1,1,1
0,30,1,1,1
0,40,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,4
0,30,1,1,1
1,30,1,1,1
0,30,1,1,1
1,60,1,1,1
1,30,1,2,1
0,30,1,1,1
0,40,1,1,1
1,30,1,1,1
0,30,1,1,1
0,40,1,-99,4
1,30,1,1,1
0,60,1,1,1
0,30,1,1,4
0,30,1,1,1
0,60,1,1,1
1,50,1,2,1
0,60,1,1,1
1,60,1,1,6
0,40,1,1,1
1,30,2,2,1
0,30,1,1,1
0,30,1,1,4
0,30,8,1,4
0,70,1,1,4
1,30,1,1,1
0,30,1,1,4
1,20,1,1,1
0,30,2,2,1
0,30,1,2,1
0,20,1,2,1
1,30,1,1,4
1,30,1,1,1
1,40,1,2,4
0,30,1,1,1
1,40,1,2,4
0,30,1,1,4
1,40,1,1,4
1,20,1,2,1
0,20,1,1,4
1,30,1,1,4
1,30,1,1,4
0,20,8,2,1
0,30,1,1,1
0,30,1,1,4
0,30,8,2,1
0,30,1,1,1
0,30,1,1,1
1,50,1,2,4
0,20,1,1,1
0,30,1,1,1
0,30,8,1,1
0,20,5,2,4
0,20,-99,-99,1
0,20,8,1,4
0,20,1,1,1
0,30,1,1,4
0,20,1,1,1
0,60,1,1,1
1,20,1,1,1
0,30,1,1,1
1,20,1,1,1
0,30,1,1,1
0,60,1,2,6
1,30,1,1,1
0,60,7,1,6
0,30,1,2,1
1,30,1,1,1
1,30,8,2,1
0,20,1,2,4
0,30,1,1,1
1,30,1,2,1
0,60,1,1,1
0,70,5,2,1
1,40,1,1,1
0,20,2,2,1
0,40,2,2,4
0,50,1,1,1
0,20,1,1,1
1,30,1,1,1
0,40,2,2,6
0,50,2,2,1
0,20,1,1,1
0,50,2,2,1
0,60,1,1,1
0,20,1,1,1
0,30,1,1,1
1,30,1,1,1
0,30,1,1,4
1,30,2,2,4
1,30,1,2,1
1,30,1,1,1
0,50,1,1,1
0,30,1,1,1
0,40,1,2,4
0,30,1,1,4
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,4
1,30,8,2,4
0,60,2,2,1
1,60,1,1,1
1,60,1,1,1
0,60,1,1,6
0,30,1,2,1
1,30,1,2,4
0,70,1,1,-99
0,30,1,1,1
0,30,1,1,1
0,40,1,1,1
0,30,2,2,4
0,70,1,1,1
0,20,1,1,1
0,70,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,20,1,1,1
0,30,1,1,1
0,20,2,2,1
1,30,1,2,4
0,40,1,1,1
0,30,1,1,1
0,30,1,1,4
0,20,1,1,1
0,60,2,2,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,2,1
0,30,1,1,1
1,60,1,1,6
0,30,2,2,4
0,60,1,1,6
0,30,1,2,4
1,30,1,1,1
0,30,1,1,1
1,30,1,1,6
1,30,1,1,1
1,60,2,2,6
0,40,1,2,1
0,30,1,1,1
0,30,1,2,4
1,30,2,2,4
1,30,1,2,4
0,30,1,1,1
1,30,1,1,1
0,30,1,1,4
0,30,1,1,1
0,30,1,1,1
0,30,1,1,4
0,60,2,2,1
0,30,1,1,1
1,60,1,1,6
0,40,1,1,1
1,40,2,2,4
1,30,1,1,1
0,50,1,1,1
0,30,1,1,1
0,40,1,1,1
0,30,2,2,1
0,30,1,1,1
0,30,1,1,4
1,30,1,1,1
1,30,2,2,1
1,30,1,1,1
0,20,2,2,1
0,40,1,1,1
0,30,2,2,4
1,20,1,1,4
1,20,2,2,4
1,20,2,2,4
0,50,1,1,1
0,30,8,1,1
1,30,1,1,1
0,40,1,1,1
0,30,5,2,1
1,40,1,1,1
0,20,1,1,1
0,20,8,1,1
0,30,1,1,1
0,20,1,1,1
1,20,1,1,1
1,60,1,2,6
1,60,1,1,1
0,30,2,2,1
1,20,1,4,4
1,50,1,1,1
0,60,1,1,1
1,30,2,2,1
1,50,1,1,1
0,60,1,2,6
1,30,2,2,1
0,20,1,1,1
1,30,1,1,1
0,30,1,1,1
0,30,1,1,4
0,30,1,1,1
0,40,1,1,4
0,70,1,1,4
0,60,2,2,6
0,20,1,1,1
0,20,1,1,1
1,20,-99,1,1
0,50,1,2,6
1,40,1,1,1
1,40,1,2,1
0,60,1,2,1
0,20,2,2,-99
0,20,1,1,1
1,20,1,1,4
1,40,1,1,1
1,20,1,1,4
0,20,2,2,5
0,30,1,1,1
1,30,1,1,1
0,30,1,1,1
1,60,1,1,1
0,30,1,1,1
0,30,2,2,4
0,30,2,2,4
0,20,1,1,4
1,30,1,2,4
0,30,1,1,1
1,30,1,1,4
0,30,1,1,1
0,30,1,1,1
0,60,1,1,1
1,30,1,1,1
1,30,1,2,1
1,30,1,1,1
0,40,1,1,1
0,30,1,1,1
0,30,1,1,4
0,30,1,1,4
0,60,2,2,1
0,30,1,1,1
0,40,1,2,1
0,30,1,1,1
0,50,1,1,1
0,30,1,1,4
0,30,2,2,4
0,70,1,1,4
0,30,1,1,4
0,30,8,2,1
0,30,1,1,1
0,60,2,2,6
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,50,1,1,1
0,30,1,1,1
1,70,2,2,1
1,70,1,1,1
0,60,1,1,-99
0,30,1,1,4
1,30,1,1,4
0,20,1,2,1
0,30,1,1,1
1,50,1,2,1
0,70,1,1,1
1,30,1,1,1
0,30,2,2,1
1,60,1,1,6
0,40,1,-99,4
0,30,1,1,1
1,30,1,1,1
0,30,1,1,1
0,30,1,1,1
1,30,1,1,4
1,20,1,1,1
0,30,1,1,1
0,30,1,-99,1
0,40,1,1,1
1,30,1,1,1
1,30,1,1,1
0,30,1,1,1
0,40,1,1,1
1,30,1,1,1
0,30,2,2,1
0,30,1,1,1
1,30,7,2,4
0,30,1,1,1
0,30,1,1,1
1,20,1,1,4
1,20,2,2,1
0,20,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,-99
1,60,1,1,1
1,20,1,1,1
1,20,1,1,4
1,30,1,2,1
0,30,1,1,1
0,30,1,1,4
0,30,1,1,1
0,30,1,1,1
1,20,1,1,1
0,50,2,2,4
0,30,1,2,1
1,30,1,1,1
0,30,1,1,1
0,50,1,1,1
0,20,1,1,1
0,20,2,2,4
0,20,1,-99,1
0,30,1,1,4
0,30,-99,1,1
0,30,1,1,4
0,20,2,2,1
0,30,1,2,4
0,30,1,1,1
0,20,2,2,1
1,60,5,5,6
1,60,1,1,1
1,60,1,1,1
1,30,1,1,1
0,70,2,2,1
0,30,1,1,1
0,30,1,4,4
0,70,1,1,1
0,40,1,1,1
0,20,1,1,1
0,20,1,1,1
0,60,2,2,6
1,20,1,1,1
1,50,1,2,1
1,50,1,1,1
0,60,2,2,1
0,60,1,1,1
0,20,1,1,1
1,30,1,2,1
0,60,1,1,1
0,60,1,1,1
1,20,2,2,-99
0,50,1,1,4
0,30,1,1,4
1,30,1,1,4
0,30,1,1,4
1,50,1,1,1
0,30,2,2,5
1,50,1,2,1
0,30,1,1,4
0,30,1,1,1
0,30,1,1,1
0,20,1,1,1
0,30,1,1,1
0,30,1,1,1
0,50,1,1,1
0,60,8,2,1
0,30,1,1,1
0,30,1,1,4
0,30,2,2,4
0,30,1,1,1
1,50,1,2,1
0,20,3,2,1
1,50,1,2,5
0,70,1,1,1
0,30,1,1,1
0,60,2,2,1
1,60,1,1,1
0,30,1,-99,1
0,30,2,2,4
0,30,1,1,1
0,30,1,1,4
0,30,1,1,1
0,30,2,2,-99
0,30,1,1,1
0,60,1,1,-99
0,30,1,2,1
0,20,1,1,1
0,60,1,2,1
0,60,1,1,6
1,30,1,2,1
1,60,1,1,1
0,40,1,1,1
0,60,1,1,1
1,50,1,1,1
0,20,1,1,1
0,50,1,1,1
0,30,1,1,1
0,60,1,2,6
0,20,1,1,4
0,30,1,1,1
0,30,2,2,1
0,20,1,1,1
0,30,1,1,1
1,30,1,1,4
0,30,1,2,4
0,40,1,1,1
1,60,1,1,1
1,50,1,1,1
1,70,1,3,6
1,30,2,2,1
0,40,5,2,4
0,30,1,1,1
1,60,1,1,1
0,30,1,1,1
0,30,1,1,1
0,20,1,1,1
1,20,1,1,1
0,60,1,1,5
1,30,1,1,1
0,60,1,1,1
1,30,1,1,4
1,60,1,1,1
0,30,1,1,1
0,50,1,1,1
1,30,1,1,1
1,20,1,1,1
1,70,1,2,6
0,40,1,1,1
0,30,1,1,1
1,30,1,1,1
0,30,1,1,1
0,20,1,1,1
0,30,2,2,1
0,30,1,5,4
0,30,2,2,4
0,50,3,2,4
0,30,2,2,4
0,30,1,2,4
0,30,4,2,4
0,50,1,1,4
0,20,1,1,4
0,20,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,20,1,1,1
1,30,1,1,1
0,30,2,2,1
0,20,1,1,4
0,30,1,1,1
1,20,-99,-99,1
0,30,1,1,1
0,20,1,1,4
0,30,1,1,4
0,20,1,1,4
1,40,1,1,4
0,30,1,1,1
1,20,1,1,4
1,20,1,2,1
0,30,1,1,4
0,30,1,2,1
1,60,2,2,6
0,60,1,1,1
1,30,1,1,1
0,50,1,2,6
1,50,4,1,6
1,70,1,1,6
0,40,1,2,1
1,40,1,1,1
1,30,1,1,4
0,20,1,1,1
1,20,1,1,1
0,20,1,1,1
0,30,1,2,4
0,20,1,1,1
0,70,1,2,6
0,60,1,1,1
0,30,2,2,1
0,20,1,1,1
0,50,1,2,6
1,20,1,1,4
0,60,1,1,6
1,60,2,2,1
0,60,1,1,1
1,20,1,4,1
0,20,1,1,1
0,30,2,2,1
0,60,2,2,1
0,20,1,1,1
1,20,1,1,1
0,60,1,2,1
0,20,2,2,4
0,60,1,1,1
0,60,1,1,1
0,50,1,1,1
0,30,1,1,1
0,30,2,2,1
1,30,1,1,1
1,30,1,1,4
0,70,8,2,1
1,30,1,1,4
0,50,1,1,4
1,30,1,1,4
1,30,1,1,1
1,20,8,1,4
1,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,40,1,1,4
0,30,1,2,1
0,30,1,1,1
0,30,8,1,1
1,40,1,1,1
0,30,1,1,1
0,60,2,2,1
0,20,1,1,1
0,30,1,1,1
0,50,5,2,4
1,30,1,1,1
1,30,2,2,4
0,30,1,1,1
0,70,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,40,1,2,1
0,30,1,1,1
0,70,2,2,6
0,30,1,1,4
0,70,2,2,1
0,30,1,2,1
1,30,1,1,1
0,30,1,1,1
0,30,1,-99,1
0,30,8,-99,4
1,60,1,-99,1
0,30,1,1,4
0,40,5,2,1
0,20,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,4
0,30,1,1,4
1,30,1,1,1
1,30,1,2,4
0,40,1,1,1
0,30,1,1,4
0,30,1,2,1
0,60,1,1,-99
0,70,1,1,-99
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,2,2,4
0,30,1,1,1
0,30,1,1,1
1,60,1,1,6
1,30,4,2,4
0,60,1,1,1
0,60,1,1,6
1,30,1,1,4
1,60,1,1,1
0,60,2,2,6
1,30,2,2,4
0,40,1,1,1
1,60,1,1,1
0,70,2,2,1
0,60,1,1,6
1,30,1,1,1
0,30,1,1,1
0,20,1,1,4
0,30,1,1,4
0,30,1,1,1
1,30,2,2,4
0,30,1,1,4
0,30,1,1,1
0,20,1,1,4
0,40,1,2,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,50,1,1,4
0,20,1,1,1
0,20,1,1,4
0,30,-99,1,1
0,30,2,2,1
0,30,1,1,1
1,30,8,2,4
0,70,1,1,1
0,30,1,1,1
0,70,1,1,1
0,40,1,2,1
0,30,2,2,4
0,30,1,1,1
1,20,1,1,1
0,20,1,2,1
0,30,-99,1,1
0,30,1,1,1
0,30,1,1,4
0,20,2,2,-99
0,20,-99,-99,1
1,20,1,1,4
1,20,1,1,1
0,20,2,2,1
1,20,1,1,4
0,20,1,1,4
0,40,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,2,2,1
0,30,2,2,1
1,50,1,1,1
1,30,1,1,1
0,60,1,1,1
1,60,1,1,1
0,30,1,1,4
0,20,8,2,4
1,60,1,2,1
0,60,1,1,1
0,40,1,1,1
1,20,1,1,1
0,70,1,1,1
1,20,1,1,1
1,40,1,1,1
0,20,1,1,1
0,60,1,1,1
0,40,1,1,1
0,60,1,2,1
1,60,1,1,6
0,40,1,1,1
1,50,1,2,1
1,20,2,2,4
0,30,1,2,4
0,30,2,2,1
0,20,-99,1,1
0,20,2,2,6
0,50,1,2,6
1,60,1,1,1
1,40,1,1,4
1,60,1,1,1
1,60,1,1,1
1,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,2,2,4
0,30,1,1,1
1,30,-99,1,1
0,30,1,1,1
1,30,1,1,1
0,30,1,1,1
0,60,1,1,1
0,30,1,2,1
0,60,1,1,1
0,30,1,1,1
1,40,1,1,1
0,30,1,1,1
0,30,2,2,4
0,30,1,1,1
0,30,1,1,1
1,50,3,3,1
0,30,1,1,4
1,60,5,2,1
0,40,1,1,1
0,30,1,2,4
0,30,5,2,1
0,30,5,2,4
0,20,-99,4,4
0,40,2,2,4
0,30,1,1,1
0,30,2,2,1
0,40,1,1,1
0,70,1,1,4
0,30,2,2,4
0,30,1,2,1
0,30,-99,1,1
0,60,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,4
0,30,8,2,1
0,30,2,2,5
1,60,1,1,1
0,30,1,2,1
0,70,1,2,4
0,30,1,1,4
0,30,1,1,1
0,40,1,1,1
1,30,1,1,1
0,70,1,2,1
0,30,1,1,1
0,30,1,1,1
1,40,1,1,4
0,40,1,1,1
1,60,1,1,1
0,40,1,1,1
0,60,1,1,1
1,50,1,1,6
1,60,1,1,1
1,30,1,1,1
0,70,1,1,1
0,60,1,1,1
1,60,1,1,6
0,60,1,1,1
1,70,2,2,4
0,40,2,2,4
1,70,1,1,5
0,30,1,-99,4
1,30,1,2,1
0,30,1,1,1
1,30,1,1,1
0,40,8,2,4
0,30,1,1,1
1,30,1,1,1
0,30,2,2,4
0,30,1,1,4
1,30,1,1,1
0,30,1,2,1
0,20,1,1,1
0,30,1,1,1
1,30,2,2,5
1,60,5,2,1
0,30,1,2,1
0,30,1,1,1
0,30,2,2,1
0,30,1,1,1
1,40,1,1,4
0,20,1,1,1
0,40,1,1,1
0,30,1,1,1
0,30,1,1,1
1,60,1,1,1
0,30,-99,1,1
0,30,1,1,1
1,30,1,1,4
0,40,1,1,1
1,30,2,2,1
0,20,1,1,1
0,30,1,2,1
0,30,2,2,1
1,30,1,1,4
0,20,2,2,4
0,30,1,1,4
1,20,2,2,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,4
1,30,8,1,1
0,30,1,1,1
0,20,1,1,1
0,20,2,2,1
0,20,1,1,1
0,20,1,1,1
0,30,1,1,1
1,30,1,1,1
1,20,1,1,1
0,30,1,2,1
1,70,1,2,1
0,60,1,2,1
0,60,2,2,6
0,60,1,1,6
0,30,1,1,1
0,60,8,4,6
0,30,1,1,1
0,60,1,1,1
1,60,1,2,1
0,30,1,1,1
0,70,1,1,1
0,30,1,2,1
1,40,1,1,1
1,30,1,1,4
1,40,1,1,1
1,30,1,1,1
1,40,1,1,1
1,60,1,2,6
0,20,1,1,1
0,50,1,1,1
0,40,1,2,1
1,20,1,1,4
1,40,1,2,1
0,60,3,2,6
1,70,1,1,1
0,30,1,1,1
0,20,1,1,1
0,40,2,2,4
0,30,1,1,4
0,50,8,2,1
0,20,1,1,1
0,30,1,1,1
0,30,1,1,1
0,70,1,1,4
0,30,2,2,1
0,20,1,2,4
0,40,1,2,4
0,40,2,2,4
0,30,4,1,4
0,40,1,1,1
0,40,1,1,1
0,30,1,1,1
0,30,1,1,4
1,30,1,1,1
0,60,2,2,1
0,60,1,2,6
0,30,1,1,1
0,50,2,2,1
0,30,1,1,4
0,30,1,1,1
0,30,1,1,1
0,30,2,2,4
0,60,8,2,1
0,70,1,2,6
0,30,1,1,1
0,40,1,1,1
0,30,1,-99,1
1,30,1,1,1
0,30,1,2,4
0,20,1,-99,1
0,40,1,2,1
1,70,8,1,4
0,50,1,1,1
0,30,1,1,1
0,60,2,2,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,2,2,1
0,30,1,1,1
0,70,1,2,4
1,60,1,1,1
0,60,1,1,1
0,30,1,1,1
0,30,1,1,1
1,30,1,1,1
1,30,1,1,1
0,30,1,1,4
1,60,1,1,1
1,60,1,2,1
0,30,1,1,1
0,30,1,1,1
1,60,4,1,1
0,40,1,1,1
0,30,1,1,1
0,40,1,1,1
0,30,1,1,1
1,70,2,2,1
1,70,1,1,1
0,30,8,1,1
1,30,1,1,4
0,30,1,1,1
1,30,2,2,4
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
1,30,1,1,4
0,30,1,1,1
0,60,1,2,1
1,60,8,2,1
0,30,1,2,1
0,30,1,1,1
0,30,-99,1,1
0,40,1,1,1
0,30,8,1,4
0,30,1,1,1
0,20,1,1,1
0,30,1,1,4
0,40,1,2,1
0,30,1,4,1
1,30,1,1,1
0,50,1,2,1
1,30,1,1,4
1,30,1,1,1
0,30,1,1,1
1,30,1,1,1
0,30,1,1,1
0,20,1,1,1
0,30,1,2,1
1,20,-99,-99,1
0,30,1,1,1
0,20,1,1,4
0,20,-99,1,1
0,20,-99,-99,1
0,20,1,1,1
0,20,-99,-99,4
0,20,1,1,1
1,40,1,1,1
1,60,1,1,1
0,60,1,1,1
0,70,1,1,1
0,30,1,1,4
0,40,1,1,1
1,60,2,2,6
1,30,5,2,1
1,70,1,2,6
0,30,1,1,4
0,20,1,1,1
0,30,1,2,1
1,60,5,2,1
0,30,1,1,1
1,20,6,2,4
1,30,1,1,1
0,20,2,2,1
0,40,1,1,1
0,60,1,2,1
0,20,1,1,1
0,60,1,1,1
0,20,2,2,1
0,60,1,1,1
0,60,1,1,6
0,40,1,1,1
1,30,8,2,6
0,60,1,1,1
1,50,2,2,6
0,30,1,1,1
0,30,1,1,1
1,30,2,2,1
1,30,1,1,1
1,30,1,1,1
1,30,2,2,4
1,30,1,1,1
1,20,1,1,1
1,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,2,1
0,30,1,1,1
0,50,1,1,1
1,30,1,1,1
0,40,1,1,1
0,30,8,2,1
0,60,1,2,6
0,30,1,1,1
0,40,2,2,1
0,30,1,1,4
0,30,1,1,1
0,30,1,-99,1
0,30,1,1,4
0,30,1,1,1
0,20,1,1,1
0,30,1,1,1
0,30,4,2,1
0,20,1,1,1
1,30,1,1,1
0,70,1,1,1
1,30,1,1,1
0,30,1,1,1
0,40,1,2,1
0,60,1,1,1
1,60,1,1,1
0,30,1,1,1
1,30,1,1,4
0,70,1,1,1
0,60,1,2,1
0,60,1,2,1
1,30,1,2,4
1,60,1,1,1
0,60,1,1,1
1,30,1,1,1
1,60,1,1,6
0,30,1,1,4
1,30,1,1,1
0,30,1,1,4
0,70,2,2,1
0,20,1,1,1
0,30,1,2,4
